,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
1146,1147,30,469,394,467,472,392,399,6,8,18000,5,9,5555,4716,9549,6250,30,25,6,10,10,11,113,204,196,215,19,190,14,6,179.88354532395314,469,394,131.6668360431855,9,5,7.0,6.708203932499369,54.46232220802562,54.46232220802562,469,394,1.4432298365985818,0,472,399,435.5,8.602325267042627,469.5,432.5,395.5,467,429.5,392,1,1,1,204,469.5,432.5,395.5,30,113,11,469,431.5,394,113,1,1,1
1147,1148,68,961,395,956,970,391,400,15,10,16666,9,15,6000,3848,7400,4533,62,26,12,12,10,56,90,205,195,239,44,189,16,6,179.13706274926528,961,395,133.17117896419674,15,9,12.0,11.61895003862225,32.7352262721076,32.7352262721076,961,395,2.7831257297366414,0,970,400,685.0,16.64331697709324,963.0,679.25,395.5,956,673.5,391,1,1,1,205,963.0,679.25,395.5,68,90,56,961,678.0,395,90,1,1,1
1148,1149,76,1268,391,1257,1277,386,395,21,10,23333,9,21,4285,2194,5120,3619,102,19,27,17,7,101,90,215,205,237,32,196,19,9,178.81363524648043,1268,391,138.00690206436187,21,9,15.0,13.74772708486752,24.22774531795417,24.22774531795417,1268,391,3.655317295898446,0,1277,395,836.0,21.93171219946131,1267.0,828.75,390.5,1257,821.5,386,1,1,1,215,1267.0,828.75,390.5,76,90,101,1268,829.5,391,90,1,1,1
1149,1150,43,1789,395,1785,1793,392,400,9,9,12500,8,10,8000,5475,6844,5308,54,20,14,15,7,101,11,204,195,226,31,186,18,9,177.92354077955304,1789,395,92.67160627668785,10,8,9.0,8.94427190999916,45.0,45.0,1789,395,1.900520706238808,0,1793,400,1096.5,11.313708498984761,1789.0,1092.5,396.0,1785,1088.5,392,1,1,1,204,1789.0,1092.5,396.0,43,11,101,1789,1092.0,395,11,1,1,1
1150,1151,45,1824,394,1821,1830,391,399,10,9,11111,9,10,9000,5730,7074,5000,52,22,12,13,8,56,90,209,195,234,39,184,25,11,1.4414286834569847,1824,394,250.5037996269507,10,9,9.5,9.486832980505138,41.6335393365702,41.6335393365702,1824,394,2.008815060504323,0,1830,399,1114.5,12.041594578792296,1825.5,1110.25,395.0,1821,1106.0,391,1,1,1,209,1825.5,1110.25,395.0,45,90,56,1824,1109.0,394,90,1,1,1
1151,1152,35,356,399,352,359,394,402,8,9,12857,7,9,7777,5502,7958,4861,48,19,13,15,7,23,68,225,215,238,23,210,15,5,0.015496941009249733,356,399,290.0017255317939,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,356,399,1.774294154092022,0,359,402,380.5,10.63014581273465,355.5,376.75,398.0,352,373.0,394,1,1,1,225,355.5,376.75,398.0,35,68,23,356,377.5,399,68,1,1,1
1152,1153,33,628,398,625,631,395,401,7,7,11666,6,7,8571,8575,11671,6734,32,25,6,12,10,45,90,215,206,226,20,200,15,6,179.92416878887232,628,398,112.00113969963883,7,6,6.5,6.48074069840786,45.0,45.0,628,398,1.414213562373095,0,631,401,516.0,8.48528137423857,628.0,513.0,398.0,625,510.0,395,1,1,1,215,628.0,513.0,398.0,33,90,45,628,513.0,398,90,1,1,1
1153,1154,44,1028,396,1024,1032,393,400,9,8,12500,8,10,8000,5602,8754,6111,38,28,7,10,11,11,135,199,195,209,14,187,12,8,179.90807547379654,1028,396,164.83473259078355,10,8,9.0,8.94427190999916,41.18592516570965,41.18592516570965,1028,396,1.7761423749153966,0,1032,400,716.0,10.63014581273465,1028.0,712.25,396.5,1024,708.5,393,1,1,1,199,1028.0,712.25,396.5,44,135,11,1028,712.0,396,135,1,1,1
1154,1155,74,1617,394,1610,1625,389,402,16,14,15454,11,17,6470,3260,5710,3303,82,23,18,14,9,34,146,222,215,234,19,205,17,10,177.3158950939338,1617,394,109.67809702921313,17,11,14.0,13.674794331177344,40.91438322002513,40.91438322002513,1617,394,3.319338961004565,0,1625,402,1013.5,19.849433241279208,1617.5,1006.5,395.5,1610,999.5,389,1,1,1,222,1617.5,1006.5,395.5,74,146,34,1617,1005.5,394,146,1,1,1
1155,1156,40,1686,397,1683,1691,395,401,9,7,16666,6,10,6000,5093,8488,6349,42,24,9,13,9,135,34,213,205,228,23,198,15,7,2.0907488322624475,1686,397,227.0160847876248,10,6,8.0,7.745966692414834,36.86989764584402,36.86989764584402,1686,397,1.6681125854828063,0,1691,401,1046.0,10.0,1687.0,1042.5,398.0,1683,1039.0,395,1,1,1,213,1687.0,1042.5,398.0,40,34,135,1686,1041.5,397,34,1,1,1
1156,1157,52,393,388,386,398,384,396,13,13,22857,7,16,4375,2586,6306,3076,58,22,13,12,8,34,135,215,205,239,34,197,18,8,0.3303755522660501,393,388,307.17931096286765,16,7,11.5,10.583005244258363,45.0,45.0,393,388,2.916039813392525,0,398,396,397.0,16.97056274847714,392.0,391.0,390.0,386,385.0,384,1,1,1,215,392.0,391.0,390.0,52,135,34,393,390.5,388,135,1,1,1
1157,1158,40,943,395,940,949,391,400,10,10,20000,6,12,5000,3537,7074,4000,44,23,10,12,9,34,124,212,206,228,22,199,13,7,179.03242043207797,943,395,211.8417974925425,12,6,9.0,8.48528137423857,45.0,45.0,943,395,2.135041612651109,0,949,400,674.5,12.727922061357855,944.5,670.0,395.5,940,665.5,391,1,1,1,212,944.5,670.0,395.5,40,124,34,943,669.0,395,124,1,1,1
1158,1159,32,1664,392,1662,1668,389,396,7,8,13333,6,8,7500,6366,8488,5714,38,21,9,13,8,23,90,212,205,234,29,197,15,8,0.25636998196515615,1664,392,313.17490306540674,8,6,7.0,6.928203230275509,49.398705354995535,49.398705354995535,1664,392,1.5437342541593948,0,1668,396,1032.0,9.219544457292887,1665.0,1028.75,392.5,1662,1025.5,389,1,1,1,212,1665.0,1028.75,392.5,32,90,23,1664,1028.0,392,90,1,1,1
1159,1160,52,506,402,503,510,397,409,8,13,16250,8,13,6153,3918,6366,5000,64,21,15,15,8,0,45,214,205,229,24,195,19,10,5.07742789607718,506,402,206.7387494640257,13,8,10.5,10.198039027185569,59.743562836470744,59.743562836470744,506,402,2.315534940523975,0,510,409,459.5,13.892443989449804,506.5,454.75,403.0,503,450.0,397,1,1,1,214,506.5,454.75,403.0,52,45,0,506,454.0,402,45,1,1,1
1160,1161,57,588,394,583,594,390,400,12,11,15000,8,12,6666,5040,7560,4318,64,22,15,16,8,45,90,204,195,226,31,187,17,8,173.98480241939228,588,394,143.06875253763369,12,8,10.0,9.797958971132712,42.27368900609374,42.27368900609374,588,394,2.4814009352785695,0,594,400,497.0,14.866068747318506,588.5,491.75,395.0,583,486.5,390,1,1,1,204,588.5,491.75,395.0,57,90,45,588,491.0,394,90,1,1,1
1161,1162,32,1364,400,1360,1368,397,403,9,7,16666,6,10,6000,4074,6791,5079,40,21,10,12,8,101,11,212,205,231,26,197,15,8,0.1467470935407522,1364,400,290.5060203367104,10,6,8.0,7.745966692414834,36.86989764584402,36.86989764584402,1364,400,1.6666666666666667,0,1368,403,885.5,10.0,1364.0,882.0,400.0,1360,878.5,397,1,1,1,212,1364.0,882.0,400.0,32,11,101,1364,882.0,400,11,1,1,1
1162,1163,85,397,395,390,407,385,404,18,20,18333,12,22,5454,2236,4099,2361,146,16,46,21,5,23,113,214,205,239,34,198,16,7,1.4482571584849548,397,395,194.01737931159255,22,12,17.0,16.24807680927192,48.179830119864235,48.179830119864235,397,395,4.276696610467902,0,407,404,405.5,25.495097567963924,398.5,396.5,394.5,390,387.5,385,1,1,1,214,398.5,396.5,394.5,85,113,23,397,396.0,395,113,1,1,1
1163,1164,36,594,401,591,598,398,404,8,7,15000,6,9,6666,5659,9549,6428,36,25,7,12,10,101,34,200,195,212,17,190,10,5,178.42858866353103,594,401,88.01547665824705,9,6,7.5,7.3484692283495345,40.60129464500447,40.60129464500447,594,401,1.5404401145198807,0,598,404,501.0,9.219544457292887,594.5,497.75,401.0,591,494.5,398,1,1,1,200,594.5,497.75,401.0,36,34,101,594,497.5,401,34,1,1,1
1164,1165,45,925,402,920,930,398,407,11,10,28000,5,14,3571,2923,8185,4090,52,22,12,13,8,135,34,214,206,234,28,197,17,9,179.38617342211893,925,402,120.16884147690457,14,5,9.5,8.366600265340756,41.98721249581666,41.98721249581666,925,402,2.245698674883054,0,930,407,668.5,13.45362404707371,925.0,663.75,402.5,920,659.0,398,1,1,1,214,925.0,663.75,402.5,45,34,135,925,663.5,402,34,1,1,1
1165,1166,66,1315,399,1312,1320,389,407,9,19,27142,7,19,3684,2328,6318,3859,70,23,15,13,9,169,79,213,205,234,29,197,16,8,0.4407280727601716,1315,399,265.1685897151427,19,7,13.0,11.532562594670797,66.03751102542182,66.03751102542182,1315,399,3.3123812734945255,0,1320,407,863.5,19.697715603592208,1316.0,857.0,398.0,1312,850.5,389,1,1,1,213,1316.0,857.0,398.0,66,79,169,1315,857.0,399,79,1,1,1
1166,1167,53,114,399,108,121,394,404,14,11,12727,11,14,7857,3443,5112,3441,96,16,30,19,5,45,90,212,205,235,30,196,16,9,0.5763968475335618,114,399,283.0041917115131,14,11,12.5,12.409673645990857,37.568592028827496,37.568592028827496,114,399,2.7354291571582134,0,121,404,262.5,16.401219466856727,114.5,256.75,399.0,108,251.0,394,1,1,1,212,114.5,256.75,399.0,53,90,45,114,256.5,399,90,1,1,1
1167,1168,99,611,394,602,619,384,401,18,18,14000,15,21,7142,2858,4119,3055,126,20,32,17,7,34,113,211,205,230,25,197,14,8,178.2662700843365,611,394,99.34089170474677,21,15,18.0,17.74823934929885,45.0,45.0,611,394,4.013961643301394,0,619,401,510.0,24.041630560342615,610.5,501.5,392.5,602,493.0,384,1,1,1,211,610.5,501.5,392.5,99,113,34,611,502.5,394,113,1,1,1
1168,1169,93,710,396,705,717,388,404,13,17,16363,11,18,6111,3655,6072,4208,84,27,16,14,11,146,56,219,205,243,38,196,23,9,178.1836019856496,710,396,29.354004344034525,18,11,14.5,14.071247279470288,53.13010235415598,53.13010235415598,710,396,3.344021157465209,0,717,404,560.5,20.0,711.0,553.5,396.0,705,546.5,388,1,1,1,219,711.0,553.5,396.0,93,56,146,710,553.0,396,56,1,1,1
1169,1170,52,787,400,784,792,396,408,9,13,16250,8,13,6153,3918,6621,4444,54,24,11,12,9,11,90,209,205,222,17,199,10,6,176.48575873038936,787,400,30.518090496831547,13,8,10.5,10.198039027185569,56.309932474020215,56.309932474020215,787,400,2.405663522009434,0,792,408,600.0,14.422205101855956,788.0,595.0,402.0,784,590.0,396,1,1,1,209,788.0,595.0,402.0,52,90,11,787,593.5,400,90,1,1,1
1170,1171,97,893,399,886,901,393,405,16,13,17272,11,19,5789,3421,6605,4663,86,27,16,14,11,79,146,212,205,231,26,198,14,7,2.047945945905503,893,399,24.00297874894679,19,11,15.0,14.45683229480096,38.65980825409009,38.65980825409009,893,399,3.2032574095488147,0,901,405,653.0,19.209372712298546,893.5,646.25,399.0,886,639.5,393,1,1,1,212,893.5,646.25,399.0,97,146,79,893,646.0,399,146,1,1,1
1171,1172,44,855,398,852,859,395,406,8,12,17142,7,12,5833,3890,7276,4583,48,23,10,12,9,146,79,221,215,233,18,207,14,8,2.109470829222221,855,398,101.50744639835023,12,7,9.5,9.16515138991168,57.52880770915151,57.52880770915151,855,398,2.197818766186407,0,859,406,632.5,13.038404810405298,855.5,628.0,400.5,852,623.5,395,1,1,1,221,855.5,628.0,400.5,44,79,146,855,626.5,398,79,1,1,1
1172,1173,82,1426,392,1419,1433,385,401,15,17,21111,9,19,4736,2892,6106,3215,110,19,29,19,7,34,113,213,205,243,38,196,17,9,0.2483619112037752,1426,392,284.17552125084535,19,9,14.0,13.076696830622021,48.81407483429036,48.81407483429036,1426,392,3.550208197933841,0,1433,401,917.0,21.2602916254693,1426.0,909.5,393.0,1419,902.0,385,1,1,1,213,1426.0,909.5,393.0,82,113,34,1426,909.0,392,113,1,1,1
1173,1174,31,292,399,289,296,395,403,8,9,12857,7,9,7777,4873,7048,4305,36,22,8,11,8,11,56,210,205,227,22,198,12,7,0.43587651678003986,292,399,305.1703870153688,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,292,399,1.7761423749153966,0,296,403,349.5,10.63014581273465,292.5,345.75,399.0,289,342.0,395,1,1,1,210,292.5,345.75,399.0,31,56,11,292,345.5,399,56,1,1,1
1174,1175,108,989,400,980,998,393,409,19,17,15384,13,20,6500,3438,5289,3343,170,17,50,25,6,124,34,212,205,244,39,199,13,6,162.55663498380966,989,400,119.48759603415282,20,13,16.5,16.1245154965971,41.6335393365702,41.6335393365702,989,400,4.021612718724872,0,998,409,703.5,24.08318915758459,989.0,695.0,401.0,980,686.5,393,1,1,1,212,989.0,695.0,401.0,108,34,124,989,694.5,400,34,1,1,1
1175,1176,39,1008,406,1006,1013,401,412,8,12,17142,7,12,5833,3448,6207,4062,54,19,14,14,7,11,90,212,205,234,29,195,17,10,160.037783379467,1008,406,34.68249910443275,12,7,9.5,9.16515138991168,57.52880770915151,57.52880770915151,1008,406,2.1992357471735264,0,1013,412,712.5,13.038404810405298,1009.5,708.0,406.5,1006,703.5,401,1,1,1,212,1009.5,708.0,406.5,39,90,11,1008,707.0,406,90,1,1,1
1176,1177,114,1196,398,1188,1205,389,405,18,17,16153,13,21,6190,3291,5583,3725,130,22,30,19,8,158,23,204,195,237,42,184,20,11,177.43742716580348,1196,398,107.19520578019952,21,13,17.0,16.522711641858304,43.264295411071615,43.264295411071615,1196,398,3.9072248049639455,0,1205,405,805.0,23.345235059857504,1196.5,796.75,397.0,1188,788.5,389,1,1,1,204,1196.5,796.75,397.0,114,23,158,1196,797.0,398,23,1,1,1
1177,1178,56,1651,399,1647,1657,394,403,11,10,13333,9,12,7500,4951,7130,5090,52,26,10,12,10,124,34,207,195,230,35,187,20,8,0.23054244953653022,1651,399,349.66730629829317,12,9,10.5,10.392304845413264,41.98721249581666,41.98721249581666,1651,399,2.269037798060138,0,1657,403,1030.0,13.45362404707371,1652.0,1025.25,398.5,1647,1020.5,394,1,1,1,207,1652.0,1025.25,398.5,56,34,124,1651,1025.0,399,34,1,1,1
1178,1179,116,8,402,1,19,394,411,19,18,11875,16,19,8421,4091,5769,3391,124,23,27,17,9,45,90,212,205,239,34,199,13,6,0.18045604355657144,8,402,525.6673437526907,19,16,17.5,17.435595774162696,43.36342295838329,43.36342295838329,8,402,4.140469369381091,0,19,411,215.0,24.758836806279895,10.0,206.25,402.5,1,197.5,394,1,1,1,212,10.0,206.25,402.5,116,90,45,8,205.0,402,90,1,1,1
1179,1180,33,1519,404,1516,1522,401,409,7,9,20000,5,10,5000,4202,8403,5238,42,20,11,14,7,135,45,213,206,232,26,196,17,10,0.10209845000343531,1519,404,412.8343303333365,10,5,7.5,7.0710678118654755,53.13010235415598,53.13010235415598,1519,404,1.6789320969940977,0,1522,409,965.5,10.0,1519.0,962.0,405.0,1516,958.5,401,1,1,1,213,1519.0,962.0,405.0,33,45,135,1519,961.5,404,45,1,1,1
1180,1181,75,553,401,548,559,397,406,12,10,13000,10,13,7692,5650,8681,6250,78,24,16,16,9,79,34,217,205,249,44,194,23,11,0.5814213664687843,553,401,208.33528342334534,13,10,11.5,11.40175425099138,39.28940686250036,39.28940686250036,553,401,2.3688956522232503,0,559,406,482.5,14.212670403551895,553.5,477.5,401.5,548,472.5,397,1,1,1,217,553.5,477.5,401.5,75,34,79,553,477.0,401,34,1,1,1
1181,1182,94,837,399,830,844,392,408,15,17,15833,12,19,6315,3315,5343,3686,94,25,19,15,10,146,45,202,195,216,21,189,13,6,179.78852681691671,837,399,140.50654026610326,19,12,15.5,15.0996688705415,48.81407483429036,48.81407483429036,837,399,3.550208197933841,0,844,408,626.0,21.2602916254693,837.0,618.5,400.0,830,611.0,392,1,1,1,202,837.0,618.5,400.0,94,45,146,837,618.0,399,45,1,1,1
1182,1183,241,1396,393,1387,1405,383,406,19,24,14117,17,24,7083,5327,8205,5285,148,37,20,18,16,135,68,218,205,245,40,197,21,8,176.42410594769544,1396,393,122.21080042986462,24,17,20.5,20.199009876724155,51.95295746817391,51.95295746817391,1396,393,4.877502057985935,0,1405,406,905.5,29.206163733020468,1396.0,895.25,394.5,1387,885.0,383,1,1,1,218,1396.0,895.25,394.5,241,68,135,1396,894.5,393,68,1,1,1
1183,1184,40,1570,402,1567,1576,399,407,10,9,14285,7,10,7000,5093,8084,4444,54,19,14,15,7,124,90,214,205,236,31,195,19,10,2.999006413951826,1570,402,279.872155895776,10,7,8.5,8.366600265340756,41.6335393365702,41.6335393365702,1570,402,2.008815060504323,0,1576,407,991.5,12.041594578792296,1571.5,987.25,403.0,1567,983.0,399,1,1,1,214,1571.5,987.25,403.0,40,90,124,1570,986.0,402,90,1,1,1
1184,1185,34,65,403,59,72,402,405,14,4,35000,4,14,2857,2209,7730,6071,42,21,10,11,8,79,90,204,195,231,36,181,23,14,0.12527840043894395,65,403,469.83364238250175,14,4,9.0,7.483314773547883,12.994616791916505,12.994616791916505,65,403,2.227145403263123,0,72,405,238.5,13.341664064126334,65.5,234.5,403.5,59,230.5,402,1,1,1,204,65.5,234.5,403.5,34,90,79,65,234.0,403,90,1,1,1
1185,1186,34,1379,405,1373,1383,402,411,11,10,15714,7,11,6363,3578,6184,3090,50,18,14,13,6,135,90,203,195,224,29,190,13,5,179.1306455252924,1379,405,267.8381374252238,11,7,9.0,8.774964387392123,41.98721249581666,41.98721249581666,1379,405,2.3198844139045582,0,1383,411,897.0,13.45362404707371,1378.0,892.25,406.5,1373,887.5,402,1,1,1,203,1378.0,892.25,406.5,34,90,135,1379,892.0,405,90,1,1,1
1186,1187,37,1672,401,1669,1677,398,405,9,8,12857,7,9,7777,5816,7478,5138,46,21,11,14,8,146,90,210,205,228,23,197,13,8,0.6460521218514763,1672,401,259.33847757042525,9,7,8.0,7.937253933193772,41.18592516570965,41.18592516570965,1672,401,1.774294154092022,0,1677,405,1041.0,10.63014581273465,1673.0,1037.25,401.5,1669,1033.5,398,1,1,1,210,1673.0,1037.25,401.5,37,90,146,1672,1036.5,401,90,1,1,1
1187,1188,142,409,404,400,421,396,411,22,16,13750,16,22,7272,3736,5650,4034,116,29,20,15,12,79,90,212,205,232,27,197,15,8,0.6598070643455596,409,404,301.6710690637639,22,16,19.0,18.76166303929372,35.53767779197438,35.53767779197438,409,404,4.322339761373684,0,421,411,416.0,25.80697580112788,410.5,407.0,403.5,400,398.0,396,1,1,1,212,410.5,407.0,403.5,142,90,79,409,406.5,404,90,1,1,1
1188,1189,48,956,409,950,962,404,415,13,12,23333,6,14,4285,3118,7276,3076,52,23,11,13,9,124,23,213,205,226,21,199,14,6,175.39067038788468,956,409,112.2239785118008,14,6,10.0,9.16515138991168,42.510447078000844,42.510447078000844,956,409,2.71592184169087,0,962,415,688.5,16.278820596099706,956.0,682.75,409.5,950,677.0,404,1,1,1,213,956.0,682.75,409.5,48,23,124,956,682.5,409,23,1,1,1
1189,1190,42,1082,400,1079,1086,395,406,8,12,21666,6,13,4615,3164,7427,4375,50,21,12,13,8,11,113,212,205,225,20,198,14,7,175.6614233646543,1082,400,96.55423910301447,13,6,9.5,8.831760866327848,57.52880770915151,57.52880770915151,1082,400,2.173675740962213,0,1086,406,746.0,13.038404810405298,1082.5,741.5,400.5,1079,737.0,395,1,1,1,212,1082.5,741.5,400.5,42,113,11,1082,741.0,400,113,1,1,1
1190,1191,51,1535,402,1531,1539,397,407,9,11,13750,8,11,7272,5367,7379,5151,62,21,15,16,8,11,68,201,195,223,28,188,13,7,179.98981741842167,1535,402,114.83442227068018,11,8,9.5,9.38083151964686,51.34019174590991,51.34019174590991,1535,402,2.1343747458109497,0,1539,407,973.0,12.806248474865697,1535.0,968.5,402.0,1531,964.0,397,1,1,1,201,1535.0,968.5,402.0,51,68,11,1535,968.5,402,68,1,1,1
1191,1192,100,1771,403,1762,1780,394,408,19,15,12666,15,19,7894,3527,4993,3508,128,20,32,18,7,90,90,204,195,229,34,186,18,9,178.9974130069987,1771,403,47.00216448597789,19,15,17.0,16.881943016134134,37.874983651098205,37.874983651098205,1771,403,3.837258700390809,0,1780,408,1094.0,22.80350850198276,1771.0,1086.0,401.0,1762,1078.0,394,1,1,1,204,1771.0,1086.0,401.0,100,90,90,1771,1087.0,403,90,1,1,1
1192,1193,69,1817,404,1810,1824,395,410,15,16,20000,9,18,5000,2712,5423,2875,88,20,22,16,7,124,34,210,205,223,18,197,13,8,1.3489107435197119,1817,404,284.33559652041157,18,9,13.5,12.727922061357855,46.97493401088198,46.97493401088198,1817,404,3.4368831180473776,0,1824,410,1117.0,20.518284528683193,1817.0,1109.75,402.5,1810,1102.5,395,1,1,1,210,1817.0,1109.75,402.5,69,34,124,1817,1110.5,404,34,1,1,1
1193,1194,38,157,407,154,161,400,413,8,14,20000,7,14,5000,2469,5760,3392,60,17,18,14,6,146,79,211,205,223,18,197,14,8,1.04273742248698,157,407,286.83515116863975,14,7,10.5,9.899494936611665,61.69924423399363,61.69924423399363,157,407,2.471145942798648,0,161,413,287.0,14.7648230602334,157.5,282.0,406.5,154,277.0,400,1,1,1,211,157.5,282.0,406.5,38,79,146,157,282.0,407,79,1,1,1
1194,1195,172,218,408,205,229,401,419,25,19,14705,17,25,6800,3504,5601,3621,138,29,24,16,12,79,90,212,205,230,25,199,13,6,179.21001647612113,218,408,138.16846672215502,25,17,21.0,20.615528128088304,36.86989764584402,36.86989764584402,218,408,5.053528707722908,0,229,419,324.0,30.0,217.0,313.5,410.0,205,303.0,401,1,1,1,212,217.0,313.5,410.0,172,90,79,218,313.0,408,90,1,1,1
1195,1196,33,986,410,983,991,406,414,9,9,20000,5,10,5000,4202,8403,4074,40,21,10,13,8,135,11,213,205,227,22,199,14,6,178.02282433383866,986,410,175.02436410524783,10,5,7.5,7.0710678118654755,45.0,45.0,986,410,1.900520706238808,0,991,414,702.5,11.313708498984761,987.0,698.5,410.0,983,694.5,406,1,1,1,213,987.0,698.5,410.0,33,11,135,986,698.0,410,11,1,1,1
1196,1197,37,1268,401,1266,1272,398,406,7,9,15000,6,9,6666,5816,8724,5873,44,21,10,14,8,169,34,206,195,233,38,187,19,8,162.52978529848625,1268,401,51.350848406788316,9,6,7.5,7.3484692283495345,53.13010235415598,53.13010235415598,1268,401,1.6681125854828063,0,1272,406,839.0,10.0,1269.0,835.5,402.0,1266,832.0,398,1,1,1,206,1269.0,835.5,402.0,37,34,169,1268,834.5,401,34,1,1,1
1197,1198,44,1293,408,1289,1297,405,413,9,9,11250,8,9,8888,6916,7781,5432,68,17,20,20,6,113,90,227,215,245,30,202,25,13,164.66090298650542,1293,408,35.827359242604174,9,8,8.5,8.48528137423857,45.0,45.0,1293,408,1.900520706238808,0,1297,413,855.0,11.313708498984761,1293.0,851.0,409.0,1289,847.0,405,1,1,1,227,1293.0,851.0,409.0,44,90,113,1293,850.5,408,90,1,1,1
1198,1199,61,1482,409,1476,1490,404,415,15,12,13636,11,15,7333,3452,4979,3388,72,21,17,13,8,79,90,202,195,220,25,190,12,5,179.56139979322424,1482,409,102.0006379192627,15,11,13.0,12.84523257866513,38.15722658736906,38.15722658736906,1482,409,2.968374945984442,0,1490,415,952.5,17.804493814764857,1483.0,946.25,409.5,1476,940.0,404,1,1,1,202,1483.0,946.25,409.5,61,90,79,1482,945.5,409,90,1,1,1
1199,1200,33,1905,408,1902,1910,405,413,9,9,11250,8,9,8888,5187,6565,4074,52,17,15,15,6,56,90,211,205,228,23,196,15,9,0.21513886121048403,1905,408,190.33364624023352,9,8,8.5,8.48528137423857,45.0,45.0,1905,408,1.8856180831641265,0,1910,413,1161.5,11.313708498984761,1906.0,1157.5,409.0,1902,1153.5,405,1,1,1,211,1906.0,1157.5,409.0,33,90,56,1905,1156.5,408,90,1,1,1
1200,1201,87,1186,407,1178,1194,398,415,17,18,16666,12,20,6000,2769,4858,2843,128,18,36,20,6,146,34,203,195,230,35,186,17,9,179.52343587106807,1186,407,205.67082778044656,20,12,16.0,15.491933384829668,46.73570458892839,46.73570458892839,1186,407,3.8925505129628433,0,1194,415,804.5,23.345235059857504,1186.0,796.25,406.5,1178,788.0,398,1,1,1,203,1186.0,796.25,406.5,87,34,146,1186,796.5,407,34,1,1,1
1201,1202,86,671,402,665,677,398,408,13,11,15000,10,15,6666,4867,7821,6013,78,27,14,15,11,135,34,215,205,235,30,196,19,9,0.2076006714030215,671,402,168.00556649621205,15,10,12.5,12.24744871391589,39.80557109226519,39.80557109226519,671,402,2.616063987527758,0,677,408,542.5,15.620499351813308,671.0,537.0,403.0,665,531.5,398,1,1,1,215,671.0,537.0,403.0,86,34,135,671,536.5,402,34,1,1,1
